date,Custom Index
2017-05-23,74.788284
2017-05-24,74.81904
2017-05-25,75.246346
2017-05-26,75.19925
2017-05-30,75.18599
2017-05-31,75.33633
2017-06-01,76.13118
2017-06-02,76.27571
2017-06-05,76.155846
2017-06-06,75.680214
2017-06-07,75.757835
2017-06-08,75.7968
2017-06-09,75.92427
2017-06-12,76.03256
2017-06-13,76.45119
2017-06-14,76.32357
2017-06-15,76.15783
2017-06-16,75.987854
2017-06-19,76.55775
2017-06-20,75.89806
2017-06-21,75.85681
2017-06-22,75.716805
2017-06-23,75.97491
2017-06-26,76.20533
2017-06-27,75.73866
2017-06-28,76.31173
2017-06-29,75.74511
2017-06-30,75.944824
2017-07-03,76.03202
2017-07-05,76.03097
2017-07-06,75.32918
2017-07-07,75.82401
2017-07-10,75.711136
2017-07-11,75.65167
2017-07-12,76.28417
2017-07-13,76.436676
2017-07-14,76.81473
2017-07-17,76.915596
2017-07-18,76.68945
2017-07-19,77.25287
2017-07-20,77.19865
2017-07-21,77.28397
2017-07-24,77.23384
2017-07-25,77.60522
2017-07-26,77.38453
2017-07-27,77.253815
2017-07-28,77.02384
2017-07-31,77.1565
2017-08-01,77.24382
2017-08-02,76.98087
2017-08-03,76.81955
2017-08-04,76.87659
2017-08-07,76.968475
2017-08-08,76.69078
2017-08-09,76.510185
2017-08-10,75.382614
2017-08-11,75.56307
2017-08-14,76.27797
2017-08-15,76.23471
2017-08-16,76.46296
2017-08-17,75.39435
2017-08-18,75.34359
2017-08-21,75.543175
2017-08-22,76.242676
2017-08-23,76.061844
2017-08-24,75.965195
2017-08-25,76.163414
2017-08-28,76.163414
2017-08-29,76.202255
2017-08-30,76.52949
2017-08-31,76.88882
2017-09-01,77.15333
2017-09-05,76.61811
2017-09-06,76.731636
2017-09-07,76.74364
2017-09-08,76.906296
2017-09-11,77.569954
2017-09-12,77.86056
2017-09-13,77.82271
2017-09-14,77.661285
2017-09-15,77.90189
2017-09-18,77.99477
2017-09-19,77.940216
